0;22502;22502;181;1

0;23159;23159;181;1

0;22584;22584;182;1

0;19627;21282;182;461

0;22026;22055;183;99

0;24042;24042;183;1

0;24459;24752;181;156

0;22554;22662;181;176

0;22737;22737;182;1

0;23445;23713;181;111

0;42231;42231;181;1

0;40923;41522;181;153

0;41056;41056;181;1

0;43503;43503;181;1

0;40885;41039;181;161

0;42030;42417;182;154

0;40309;40309;181;1

0;41895;43994;181;534

0;42169;42440;181;167

0;43912;43912;181;1

0;58815;58815;181;1

0;60952;60952;181;1

0;59125;59251;181;206

0;59997;59997;181;1

0;60746;60746;181;1

0;57858;57858;181;1

0;60776;60776;181;1

0;59696;59866;181;95

0;58264;58264;181;1

0;59650;59650;181;1

